SUID,BRENDA ID,CAZY Name,Class,Description,EC,Family,Gene Name,Genus,GO Term,HMP Body Site,HMP Oxygen,InterPro (Domain),InterPro (Family),InterPro (Homologous Superfamily),InterPro (Other),KEGG ID,Kingdom,name,NCBI IDs,Order,Organism,P01 gDNA,PATRIC ID,PDB,PFAM,Phylum,selected,Sequence Length,Sequence Source,shared name,Species,STRING ID,Superkingdom,Swissprot Description,Taxonomy ID,UniProt Annotation Status
1432668,,,Bacilli,6-phospho-beta-glucosidase ,,Listeriaceae,DQX11_02900,Listeria,,Gastrointestinal tract,Facultative,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,A0A3D7IX03,EMBL-CDS:MCM65636.1,Bacillales,Listeria monocytogenes.,FALSE,,,PF02056|PF11975,Firmicutes,FALSE,438,BLASTHIT,A0A3D7IX03,Listeria monocytogenes,,Bacteria,,1639,TrEMBL
1432669,,,Bacilli,Putative 6-phospho-beta-glucosidase ,3.2.1.86 {ECO:0000313|EMBL:EFI82844.1},Listeriaceae,HMPREF0556_11529,Listeria,0008706 6-phospho-beta-glucosidase activity|0103047 methyl beta-D-glucoside 6-phosphate glucohydrolase activity|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,Aerobe,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,D7UZJ9,GI:299815606|GI:489850633|EMBL-CDS:EFI82844.1|REFSEQ:WP_003754313.1,Bacillales,Listeria grayi DSM 20601.,FALSE,,,PF02056|PF11975,Firmicutes,FALSE,439,BLASTHIT,D7UZJ9,Listeria grayi DSM 20601,525367.HMPREF0556_11529,Bacteria,,525367,TrEMBL
1432700,,,Clostridia,6-phospho-beta-glucosidase ,,Clostridiaceae,CP373A1_10630,Clostridium,0004553 hydrolase activity  hydrolyzing O-glycosyl compounds|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,"Anaerobe,Not Specified",IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,A0A1B8RQ57,GI:652799492|GI:1042072355|EMBL-CDS:OBY10938.1|REFSEQ:WP_027097028.1,Clostridiales,Clostridium paraputrificum.,FALSE,,,PF02056|PF11975,Firmicutes,FALSE,434,BLASTHIT,A0A1B8RQ57,Clostridium paraputrificum,,Bacteria,,29363,TrEMBL
1432707,,,Clostridia,Uncharacterized protein ,,Clostridiaceae,CSBG_02947,Clostridium,0004553 hydrolase activity  hydrolyzing O-glycosyl compounds|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,Anaerobe,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,V9H537,GI:226914120|GI:495956802|EMBL-CDS:EEH99321.1|REFSEQ:WP_008681381.1,Clostridiales,Clostridium sp. 7_2_43FAA.,TRUE,,,PF02056|PF11975,Firmicutes,FALSE,454,BLASTHIT,V9H537,Clostridium sp. 7_2_43FAA,457396.CSBG_02947,Bacteria,,457396,TrEMBL
1432713,,,Clostridia,Uncharacterized protein ,,Eubacteriaceae,HMPREF0984_00077,Eubacterium,0004553 hydrolase activity  hydrolyzing O-glycosyl compounds|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,Anaerobe,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,H1BI70,GI:371969435|GI:495962306|EMBL-CDS:EHO86882.1|REFSEQ:WP_008686885.1,Clostridiales,Eubacterium sp. 3_1_31.,FALSE,fig|457402.3.peg.72,,PF02056|PF11975,Firmicutes,FALSE,441,BLASTHIT,H1BI70,Eubacterium sp. 3_1_31,,Bacteria,,457402,TrEMBL
1432714,,,Erysipelotrichia,Uncharacterized protein ,,Erysipelotrichaceae,HMPREF0863_02084,,0004553 hydrolase activity  hydrolyzing O-glycosyl compounds|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,U5F6M8,GI:291304755|GI:496265861|EMBL-CDS:EFE46003.1|REFSEQ:WP_008979246.1,Erysipelotrichales,Erysipelotrichaceae bacterium 5_2_54FAA.,FALSE,,,PF02056|PF11975,Firmicutes,FALSE,441,BLASTHIT,U5F6M8,Erysipelotrichaceae bacterium 5_2_54FAA,552396.HMPREF0863_02084,Bacteria,,552396,TrEMBL
1432738,,,Erysipelotrichia,Family 4 glycosyl hydrolase ,,Erysipelotrichaceae,HMPREF0983_02068,,0004553 hydrolase activity  hydrolyzing O-glycosyl compounds|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,E2SLU9,GI:496571825|GI:308915735|EMBL-CDS:EFP61493.1,Erysipelotrichales,Erysipelotrichaceae bacterium 3_1_53.,FALSE,,,PF02056|PF11975,Firmicutes,FALSE,442,BLASTHIT,E2SLU9,Erysipelotrichaceae bacterium 3_1_53,658659.HMPREF0983_02068,Bacteria,,658659,TrEMBL
1432747,,,Erysipelotrichia,6-phospho-beta-glucosidase ,,Erysipelotrichaceae,DW242_00220,Erysipelatoclostridium,,Gastrointestinal tract,Anaerobe,IPR022616,IPR001088,IPR015955|IPR036291,,,,A0A3E3AJ31,GI:496067033|EMBL-CDS:RGC91293.1|REFSEQ:WP_008791540.1,Erysipelotrichales,Erysipelatoclostridium ramosum.,FALSE,,,PF02056|PF11975,Firmicutes,FALSE,438,BLASTHIT,A0A3E3AJ31,Erysipelatoclostridium ramosum,,Bacteria,,1547,TrEMBL
1432748,,,Erysipelotrichia,Putative 6-phospho-beta-glucosidase ,3.2.1.86 {ECO:0000313|EMBL:EDS18313.1},Erysipelotrichaceae,CLORAM_01859,Erysipelatoclostridium,0008706 6-phospho-beta-glucosidase activity|0103047 methyl beta-D-glucoside 6-phosphate glucohydrolase activity|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,Anaerobe,IPR022616,IPR001088,IPR015955|IPR036291,,,,B0N5E5,GI:489633076|GI:167703734|EMBL-CDS:EDS18313.1|REFSEQ:WP_003537516.1,Erysipelotrichales,Erysipelatoclostridium ramosum DSM 1402.,TRUE,,,PF02056|PF11975,Firmicutes,FALSE,438,BLASTHIT,B0N5E5,Erysipelatoclostridium ramosum DSM 1402,445974.CLORAM_01859,Bacteria,,445974,TrEMBL
1432749,,,Erysipelotrichia,Uncharacterized protein ,,Erysipelotrichaceae,HMPREF9022_00988,,0004553 hydrolase activity  hydrolyzing O-glycosyl compounds|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,G1VLV7,GI:488679824|GI:345907659|EMBL-CDS:EGX77369.1|REFSEQ:WP_002608473.1,Erysipelotrichales,Erysipelotrichaceae bacterium 2_2_44A.,FALSE,fig|457422.3.peg.1055,,PF02056|PF11975,Firmicutes,FALSE,442,BLASTHIT,G1VLV7,Erysipelotrichaceae bacterium 2_2_44A,,Bacteria,,457422,TrEMBL
1432750,,,Erysipelotrichia,Uncharacterized protein ,,Erysipelotrichaceae,HMPREF1021_02007,Coprobacillus,0004553 hydrolase activity  hydrolyzing O-glycosyl compounds|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,Anaerobe,IPR022616,IPR001088,IPR015955|IPR036291,,,,G9R263,GI:496067033|GI:365261554|EMBL-CDS:EHM91465.1|REFSEQ:WP_008791540.1,Erysipelotrichales,Coprobacillus sp. 3_3_56FAA.,FALSE,fig|665941.3.peg.1995,,PF02056|PF11975,Firmicutes,FALSE,438,BLASTHIT,G9R263,Coprobacillus sp. 3_3_56FAA,,Bacteria,,665941,TrEMBL
1432751,,,Erysipelotrichia,Uncharacterized protein ,,Erysipelotrichaceae,HMPREF0978_01039,Coprobacillus,0004553 hydrolase activity  hydrolyzing O-glycosyl compounds|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,Anaerobe,IPR022616,IPR001088,IPR015955|IPR036291,,,,H1AKK6,GI:496067033|GI:373914963|EMBL-CDS:EHQ46734.1|REFSEQ:WP_008791540.1,Erysipelotrichales,Coprobacillus sp. 8_2_54BFAA.,FALSE,fig|469597.4.peg.1036,,PF02056|PF11975,Firmicutes,FALSE,438,BLASTHIT,H1AKK6,Coprobacillus sp. 8_2_54BFAA,,Bacteria,,469597,TrEMBL
1432762,,,Erysipelotrichia,Diacetylchitobiose-6-phosphate hydrolase ,3.2.1.86 {ECO:0000313|EMBL:CUQ85658.1},Erysipelotrichaceae,CIAN88_10240,Erysipelatoclostridium,0008706 6-phospho-beta-glucosidase activity|0103047 methyl beta-D-glucoside 6-phosphate glucohydrolase activity|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,"Anaerobe,Not Specified",IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,A0A099I7T9,GI:694273371|GI:496094407|EMBL-CDS:CUQ85658.1|EMBL-CDS:KGJ53302.1|REFSEQ:WP_008818914.1,Erysipelotrichales,Clostridium innocuum.,TRUE,,,PF02056|PF11975,Firmicutes,FALSE,442,BLASTHIT,A0A099I7T9,[Clostridium] innocuum,,Bacteria,,1522,TrEMBL
1432765,,,Erysipelotrichia,Uncharacterized protein ,,Erysipelotrichaceae,HMPREF0981_03753,,0004553 hydrolase activity  hydrolyzing O-glycosyl compounds|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,H1BEX0,GI:496094407|GI:371657020|EMBL-CDS:EHO22334.1|REFSEQ:WP_008818914.1,Erysipelotrichales,Erysipelotrichaceae bacterium 6_1_45.,FALSE,fig|469614.3.peg.3867,,PF02056|PF11975,Firmicutes,FALSE,442,BLASTHIT,H1BEX0,Erysipelotrichaceae bacterium 6_1_45,,Bacteria,,469614,TrEMBL
1432775,,,Erysipelotrichia,6-phospho-beta-glucosidase ,,Erysipelotrichaceae,ADH65_08260,Erysipelatoclostridium,0004553 hydrolase activity  hydrolyzing O-glycosyl compounds|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,"Anaerobe,Not Specified",IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,A0A223MLV1,GI:1045844667|GI:1233003062|EMBL-CDS:ASU18509.1|REFSEQ:WP_065531033.1,Erysipelotrichales,Clostridium innocuum.,TRUE,,,PF02056|PF11975,Firmicutes,FALSE,442,BLASTHIT,A0A223MLV1,[Clostridium] innocuum,,Bacteria,,1522,TrEMBL
1432782,,,Clostridia,Family 4 glycosyl hydrolase ,3.2.1.86 {ECO:0000313|EMBL:EFR39293.1},Clostridiaceae,HMPREF9406_0729,Clostridium,0008706 6-phospho-beta-glucosidase activity|0103047 methyl beta-D-glucoside 6-phosphate glucohydrolase activity|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,Anaerobe,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,E4LQ21,GI:497273321|GI:312957667|EMBL-CDS:EFR39293.1|REFSEQ:WP_009587538.1,Clostridiales,Clostridium sp. HGF2.,TRUE,,,PF02056|PF11975,Firmicutes,FALSE,442,BLASTHIT,E4LQ21,Clostridium sp. HGF2,908340.HMPREF9406_0729,Bacteria,,908340,TrEMBL
1432785,,,Erysipelotrichia,6-phospho-beta-glucosidase ,,Erysipelotrichaceae,DXA38_21195,Erysipelatoclostridium,,Gastrointestinal tract,"Anaerobe,Not Specified",IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,A0A3E2VG21,EMBL-CDS:RGC09481.1,Erysipelotrichales,Clostridium innocuum.,TRUE,,,PF02056|PF11975,Firmicutes,FALSE,442,BLASTHIT,A0A3E2VG21,[Clostridium] innocuum,,Bacteria,,1522,TrEMBL
1432799,,,Clostridia,6-phospho-beta-glucosidase ,,,HMPREF1982_01927,,0004553 hydrolase activity  hydrolyzing O-glycosyl compounds|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Oral,,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,U2EJP5,GI:542997970|GI:545416011|EMBL-CDS:ERI93106.1|REFSEQ:WP_021654956.1,Clostridiales,Clostridiales bacterium oral taxon 876 str. F0540.,FALSE,fig|1321778.3.peg.1902,,PF02056|PF11975,Firmicutes,FALSE,435,BLASTHIT,U2EJP5,Clostridiales bacterium oral taxon 876 str. F0540,,Bacteria,,1321778,TrEMBL
1432801,,,Clostridia,Putative 6-phospho-beta-glucosidase ,,,HMPREF1982_00678,,0004553 hydrolase activity  hydrolyzing O-glycosyl compounds|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Oral,,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,U2EPR4,GI:542999958|GI:545414636|EMBL-CDS:ERI94996.1|REFSEQ:WP_021653597.1,Clostridiales,Clostridiales bacterium oral taxon 876 str. F0540.,FALSE,fig|1321778.3.peg.672,,PF02056|PF11975,Firmicutes,FALSE,436,BLASTHIT,U2EPR4,Clostridiales bacterium oral taxon 876 str. F0540,,Bacteria,,1321778,TrEMBL
1432821,,,Bacilli,Family 4 glycosyl hydrolase ,3.2.1.86 {ECO:0000313|EMBL:EFI82849.1},Listeriaceae,HMPREF0556_11534,Listeria,0008706 6-phospho-beta-glucosidase activity|0103047 methyl beta-D-glucoside 6-phosphate glucohydrolase activity|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,Aerobe,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,D7UZK4,GI:299815611|GI:489850641|EMBL-CDS:EFI82849.1|REFSEQ:WP_003754321.1,Bacillales,Listeria grayi DSM 20601.,FALSE,,,PF02056|PF11975,Firmicutes,FALSE,446,BLASTHIT,D7UZK4,Listeria grayi DSM 20601,525367.HMPREF0556_11534,Bacteria,,525367,TrEMBL
1432825,,,Bacilli,6-phospho-beta-glucosidase ,3.2.1.86 {ECO:0000313|EMBL:GAM95687.1},Listeriaceae,LmNIHS28_01619,Listeria,0008706 6-phospho-beta-glucosidase activity|0103047 methyl beta-D-glucoside 6-phosphate glucohydrolase activity|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,Facultative,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,A0A0B8R1Q8,EMBL-CDS:GAM95687.1,Bacillales,Listeria monocytogenes.,FALSE,,,PF02056|PF11975,Firmicutes,FALSE,458,BLASTHIT,A0A0B8R1Q8,Listeria monocytogenes,,Bacteria,,1639,TrEMBL
1432826,,,Bacilli,6-phospho-beta-glucosidase ,,Listeriaceae,AJL15_06305,Listeria,0004553 hydrolase activity  hydrolyzing O-glycosyl compounds|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,Facultative,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,A0A1E7E790,GI:1072149755|GI:1073602768|EMBL-CDS:OET36635.1|REFSEQ:WP_070024236.1,Bacillales,Listeria monocytogenes.,FALSE,,,PF02056|PF11975,Firmicutes,FALSE,440,BLASTHIT,A0A1E7E790,Listeria monocytogenes,,Bacteria,,1639,TrEMBL
1432829,,,Bacilli,Putative 6-phospho-beta-glucosidase ,3.2.1.86 {ECO:0000313|EMBL:RJY73688.1},Listeriaceae,DYZ32_00923,Listeria,0008706 6-phospho-beta-glucosidase activity|0103047 methyl beta-D-glucoside 6-phosphate glucohydrolase activity|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,Facultative,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,A0A3A6Y118,GI:1218728338|GI:1218734128|GI:1218725243|GI:1218737703|GI:1218731464|GI:1218722140|GI:1218740823|EMBL-CDS:RJY73688.1,Bacillales,Listeria monocytogenes.,FALSE,,,PF02056|PF11975,Firmicutes,FALSE,440,BLASTHIT,A0A3A6Y118,Listeria monocytogenes,,Bacteria,,1639,TrEMBL
1432830,,,Bacilli,Putative 6-phospho-beta-glucosidase ,3.2.1.86 {ECO:0000313|EMBL:RJZ10723.1},Listeriaceae,AEZ78_02905,Listeria,0008706 6-phospho-beta-glucosidase activity|0103047 methyl beta-D-glucoside 6-phosphate glucohydrolase activity|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,Facultative,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,A0A3A7A536,GI:665231976|GI:665016707|GI:961622953|GI:685904919|GI:664848683|GI:665216128|GI:664905047|GI:820770733|GI:664906714|GI:665227066|GI:664945185|GI:664872417|GI:664855839|GI:665089292|GI:664901383|GI:664868922|EMBL-CDS:RJZ10723.1|EMBL-CDS:RKB41812.1|EMBL-CDS:RKC29892.1|REFSEQ:WP_031644848.1,Bacillales,Listeria monocytogenes.,FALSE,,,PF02056|PF11975,Firmicutes,FALSE,440,BLASTHIT,A0A3A7A536,Listeria monocytogenes,,Bacteria,,1639,TrEMBL
1432832,,,Bacilli,6-phospho-beta-glucosidase ,,Listeriaceae,DB944_01585,Listeria,,Gastrointestinal tract,Facultative,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,A0A3D7YEH8,GI:1092874196|GI:1071653467|EMBL-CDS:MCO77740.1|EMBL-CDS:MCP23286.1|EMBL-CDS:MCP27624.1|EMBL-CDS:MCP30240.1|REFSEQ:WP_070783761.1,Bacillales,Listeria monocytogenes.,FALSE,,,PF02056|PF11975,Firmicutes,FALSE,440,BLASTHIT,A0A3D7YEH8,Listeria monocytogenes,,Bacteria,,1639,TrEMBL
1432833,,,Bacilli,Putative 6-phospho-beta-glucosidase ,,Listeriaceae,HMPREF0557_01211,Listeria,0004553 hydrolase activity  hydrolyzing O-glycosyl compounds|0016616 oxidoreductase activity  acting on the CH-OH group of donors  NAD or NADP as acceptor,Gastrointestinal tract,Facultative,IPR022616,IPR001088,IPR015955|IPR036291,IPR019802,,,H1GB32,GI:370793883|EMBL-CDS:EHN61695.1,Bacillales,Listeria innocua ATCC 33091.,FALSE,fig|1002366.3.peg.1138,,PF02056|PF11975,Firmicutes,FALSE,458,BLASTHIT,H1GB32,Listeria innocua ATCC 33091,,Bacteria,,1002366,TrEMBL
