SUID,BRENDA ID,CAZY Name,Class,Description,EC,Family,Gene Name,Genus,GO Term,HMPBodySite,HMP Oxygen,InterPro (Other),KEGG ID,Kingdom,List of IDs in Rep Node,name,NCBI IDs,Number of IDs in Rep Node,Order,Organism,P01 gDNA,PATRIC ID,PDB,PFAM,Phylum,selected,Sequence Length,Sequence Source,shared name,Species,STRING ID,Superkingdom,Swissprot Description,Taxonomy ID,UniProt Annotation Status
373748,None,None,Betaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000313|EMBL:RDD93036.1},Comamonadaceae,DTW89_10475,Acidovorax,None,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644,None,NA,A0A369VJN9,A0A369VJN9,EMBL-CDS:RDD93036.1,1,Burkholderiales,Acidovorax sp. BoFeN1.,FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,645,BLASTHIT,A0A369VJN9,Acidovorax sp. BoFeN1,None,Bacteria,NA,1231053,TrEMBL
373749,None,None,Betaproteobacteria,Nitrous oxide reductase apoprotein ,None,Oxalobacteraceae,SAMN05518865_101221,Duganella,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644,None,NA,A0A1I2JFU1,A0A1I2JFU1,EMBL-CDS:SFF52733.1,1,Burkholderiales,Duganella sp. CF458.,FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,645,BLASTHIT,A0A1I2JFU1,Duganella sp. CF458,None,Bacteria,NA,1884368,TrEMBL
373750,None,None,Alphaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},NA,A9Q95_08915,NA,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,None,NA,A0A1Y5G7M3,A0A1Y5G7M3,GI:1199254313|EMBL-CDS:OUS20471.1,1,Rhodobacterales,Rhodobacterales bacterium 59_46_T64.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,645,BLASTHIT,A0A1Y5G7M3,Rhodobacterales bacterium 59_46_T64,None,Bacteria,NA,1856300,TrEMBL
373751,None,None,Alphaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Rhodobacteraceae,SAMN04487991_2115,Celeribacter,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,None,NA,A0A1I3R726,A0A1I3R726,EMBL-CDS:SFJ42403.1,1,Rhodobacterales,Celeribacter neptunius.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,645,BLASTHIT,A0A1I3R726,Celeribacter neptunius,None,Bacteria,NA,588602,TrEMBL
373752,None,None,Alphaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Rhodobacteraceae,DI396_03375,NA,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,None,NA,A0A2V4MQT8,A0A2V4MQT8,EMBL-CDS:PYC49105.1,1,Rhodobacterales,Rhodobacteraceae bacterium FSX-11.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,645,BLASTHIT,A0A2V4MQT8,Rhodobacteraceae bacterium FSX-11,None,Bacteria,NA,2200892,TrEMBL
373753,None,None,Betaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000313|EMBL:AKU20495.1},Oxalobacteraceae,ACZ75_02130,Massilia,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096,mnr:ACZ75_02130,NA,A0A0K1JTQ8,A0A0K1JTQ8,GI:909841380|GI:913424402|EMBL-CDS:AKU20495.1|REFSEQ:WP_050407215.1,1,Burkholderiales,Massilia sp. NR 4-1.,FALSE,fig|1678028.3.peg.421,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,645,BLASTHIT,A0A0K1JTQ8,Massilia sp. NR 4-1,None,Bacteria,NA,1678028,TrEMBL
373754,None,None,Flavobacteriia,Nitrous oxide reductase apoprotein ,None,Flavobacteriaceae,SAMN04487989_103189,Bizionia,0005507 copper ion binding,None,None,IPR001505|IPR008972|IPR011045|IPR015943|IPR026468,None,NA,A0A1I5BK73,A0A1I5BK73,EMBL-CDS:SFN75154.1,1,Flavobacteriales,Bizionia echini.,FALSE,None,None,PF18764,Bacteroidetes,FALSE,644,BLASTHIT,A0A1I5BK73,Bizionia echini,None,Bacteria,NA,649333,TrEMBL
373755,None,None,Deltaproteobacteria,Nitrous oxide reductase ,None,NA,COV45_01220,NA,None,None,None,IPR008972|IPR011045|IPR015943|IPR026468|IPR034205,None,NA,A0A2H0PJ42,A0A2H0PJ42,EMBL-CDS:PIR21395.1,1,NA,Deltaproteobacteria bacterium CG11_big_fil_rev_8_21_14_0_20_47_16.,FALSE,None,None,PF18764,Proteobacteria,FALSE,644,BLASTHIT,A0A2H0PJ42,Deltaproteobacteria bacterium CG11_big_fil_rev_8_2,None,Bacteria,NA,1973975,TrEMBL
373756,None,None,NA|Spirochaetia,Nitrous oxide reductase |Nitrous oxide reductase apoprotein ,None,NA|Leptospiraceae,CVV45_02075|Lepil_2345,NA|Leptonema,None,None,None,IPR008972|IPR011045|IPR015943|IPR026468,None,NA,A0A2N1T647|H2CHZ9,A0A2N1T647,EMBL-CDS:PKL34645.1|GI:373875027|EMBL-CDS:EHQ07021.1,2,NA,Spirochaetae bacterium HGW-Spirochaetae-10.|Leptonema illini DSM 21528.,FALSE,None,None,PF18764,Spirochaetes,FALSE,644,BLASTHIT,A0A2N1T647,Spirochaetae bacterium HGW-Spirochaetae-10|Leptonema illini DSM 21528,None,Bacteria,NA,2013833|929563,TrEMBL
373757,None,None,Gammaproteobacteria,Nitrous-oxide reductase ,None,Piscirickettsiaceae,COA83_06290,Methylophaga,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR001505|IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR034205,None,NA,A0A2G2LR72,A0A2G2LR72,EMBL-CDS:PHS25292.1,1,Thiotrichales,Methylophaga sp.,FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A2G2LR72,Methylophaga sp.,None,Bacteria,NA,2024840,TrEMBL
373758,None,None,Alphaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Bradyrhizobiaceae,BJ122_1054,Rhodopseudomonas,None,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,None,NA,A0A318TKU7,A0A318TKU7,EMBL-CDS:PYF03748.1,1,Rhizobiales,Rhodopseudomonas faecalis.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A318TKU7,Rhodopseudomonas faecalis,None,Bacteria,NA,99655,TrEMBL
373759,None,None,Alphaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Rhodobacteraceae,DC363_06105,NA,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR034205,None,NA,A0A2T7FZ24,A0A2T7FZ24,EMBL-CDS:PVA07412.1,1,Rhodobacterales,Rhodobacteraceae bacterium BH-SD16.,FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A2T7FZ24,Rhodobacteraceae bacterium BH-SD16,None,Bacteria,NA,2170577,TrEMBL
373760,None,None,NA,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},NA,BMS3Bbin10_01051,NA,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644,None,NA,A0A2H6IWW1,A0A2H6IWW1,EMBL-CDS:GBE42980.1,1,NA,bacterium BMS3Bbin10.,FALSE,None,None,PF18764|PF18793,NA,FALSE,644,BLASTHIT,A0A2H6IWW1,bacterium BMS3Bbin10,None,Bacteria,NA,2005733,TrEMBL
373761,None,None,Alphaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Rhodobacteraceae,PYTT13_14145,Paracoccus,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,None,NA,A0A2D2C2T8,A0A2D2C2T8,GI:1273831356|EMBL-CDS:ATQ56822.1,1,Rhodobacterales,Paracoccus yeei.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A2D2C2T8,Paracoccus yeei,None,Bacteria,NA,147645,TrEMBL
373762,None,None,Betaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000313|EMBL:SUA57233.1},Alcaligenaceae,NCTC11997_02319,Oligella,None,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR034205,None,NA,A0A378XJD3,A0A378XJD3,GI:517402670|EMBL-CDS:SUA57233.1,1,Burkholderiales,Oligella ureolytica.,FALSE,None,None,PF00116|PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A378XJD3,Oligella ureolytica,None,Bacteria,NA,90244,TrEMBL
373763,None,None,Gammaproteobacteria,Uncharacterized protein ,None,Moraxellaceae,CML07_00145,Psychrobacter,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943,None,NA,A0A2D5X3S4,A0A2D5X3S4,EMBL-CDS:MAE39344.1,1,Pseudomonadales,Psychrobacter sp.,FALSE,None,None,PF18764,Proteobacteria,FALSE,644,BLASTHIT,A0A2D5X3S4,Psychrobacter sp.,None,Bacteria,NA,56811,TrEMBL
373764,None,None,Betaproteobacteria,Nitrous oxide reductase apoprotein ,None,Chromobacteriaceae,SAMN02745746_00718,Pseudogulbenkiania,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,None,NA,A0A1Y6BFI7,A0A1Y6BFI7,EMBL-CDS:SMF01398.1,1,Neisseriales,Pseudogulbenkiania subflava DSM 22618.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A1Y6BFI7,Pseudogulbenkiania subflava DSM 22618,None,Bacteria,NA,1123014,TrEMBL
373765,None,None,Alphaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Rhodobacteraceae,C8J28_10564,Rhodobacter,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644,None,NA,A0A2T5K9X6,A0A2T5K9X6,EMBL-CDS:PTR19223.1,1,Rhodobacterales,Rhodobacter azotoformans.,FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A2T5K9X6,Rhodobacter azotoformans,None,Bacteria,NA,43057,TrEMBL
373766,None,None,Betaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Comamonadaceae,CE154_13105,Alicycliphilus,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,None,NA,A0A255Q1N1,A0A255Q1N1,EMBL-CDS:OYP22290.1,1,Burkholderiales,Alicycliphilus denitrificans.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A255Q1N1,Alicycliphilus denitrificans,None,Bacteria,NA,179636,TrEMBL
373767,None,None,Gammaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000313|EMBL:CDI04485.1},Candidatus Competibactera,BN873_980086,Candidatus Competibacter,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096,None,NA,W6MCZ5,W6MCZ5,GI:880921217|EMBL-CDS:CDI04485.1|REFSEQ:WP_048676714.1,1,NA,Candidatus Competibacter denitrificans Run_A_D11.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,W6MCZ5,Candidatus Competibacter denitrificans Run_A_D11,None,Bacteria,NA,1400863,TrEMBL
373768,None,None,Betaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000313|EMBL:ADV00801.1}|1.7.2.4 {ECO:0000313|EMBL:AEB83772.1},Comamonadaceae,ALISP_4200|Alide_3077|Alide2_1370,Alicycliphilus,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,adn:Alide_3077|adk:Alide2_1370,NA,A0A0E9LHQ1|E8TXN3|F4GDV5,A0A0E9LHQ1,GI:503285223|EMBL-CDS:GAO24380.1|REFSEQ:WP_013519884.1|GI:317118312|EMBL-CDS:ADV00801.1|GI:329309357|EMBL-CDS:AEB83772.1,3,Burkholderiales,Alicycliphilus sp. B1.|Alicycliphilus denitrificans  (strain DSM 18852 / JCM 14587 / BC)|Alicycliphilus denitrificans  (strain DSM 14773 / CIP 107495 / K601),FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A0E9LHQ1,Alicycliphilus sp. B1|Alicycliphilus denitrificans BC|Alicycliphilus denitrificans K601,596154.Alide2_1370,Bacteria,NA,1603291|596153|596154,TrEMBL
373769,None,None,Alphaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Rhodobacteraceae,DDV93_18680,Rhodobacter,0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR034205,None,NA,A0A330H1U1,A0A330H1U1,EMBL-CDS:RAZ82511.1,1,Rhodobacterales,Rhodobacter johrii.,FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A330H1U1,Rhodobacter johrii,None,Bacteria,NA,445629,TrEMBL
373770,None,None,Alphaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Rhodobacteraceae,SAMN05421763_10867,Rhodobacter,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR034205,None,NA,A0A239LC51,A0A239LC51,EMBL-CDS:SNT27498.1,1,Rhodobacterales,Rhodobacter megalophilus.,FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A239LC51,Rhodobacter megalophilus,None,Bacteria,NA,418630,TrEMBL
373771,None,None,Alphaproteobacteria,TAT-dependent nitrous-oxide reductase ,1.7.2.4 {ECO:0000313|EMBL:RDS96623.1},Rhodobacteraceae,DWF04_05695,Rhodobacter,None,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR034205,None,NA,A0A370Y7T1,A0A370Y7T1,GI:1062682158|EMBL-CDS:RDS96623.1,1,Rhodobacterales,Rhodobacter sphaeroides f. sp. denitrificans.,FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A370Y7T1,Rhodobacter sphaeroides f. sp. denitrificans,None,Bacteria,NA,39723,TrEMBL
373772,None,None,Betaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000313|EMBL:ACB33751.1},NA,Lcho_1483,Leptothrix,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,lch:Lcho_1483,NA,B1Y809,B1Y809,GI:170775612|GI:501314878|EMBL-CDS:ACB33751.1|REFSEQ:WP_012346513.1,1,Burkholderiales,Leptothrix cholodnii  (strain ATCC 51168 / LMG 8142 / SP-6),FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,B1Y809,Leptothrix cholodnii SP-6,395495.Lcho_1483,Bacteria,NA,395495,TrEMBL
373773,None,None,Alphaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Rhodobacteraceae,RSKD131_4445,Rhodobacter,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR034205,rsk:RSKD131_4445,NA,B9KWZ3,B9KWZ3,GI:221163339|GI:501802677|EMBL-CDS:ACM04305.1|REFSEQ:WP_012643412.1,1,Rhodobacterales,Rhodobacter sphaeroides  (strain KD131 / KCTC 12085),FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,B9KWZ3,Rhodobacter sphaeroides KD131,None,Bacteria,NA,557760,TrEMBL
373774,None,None,Betaproteobacteria,Nitrous-oxide reductase ,None,NA,CVU29_05300,NA,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,None,NA,A0A2N2RUP6,A0A2N2RUP6,EMBL-CDS:PKO46661.1,1,NA,Betaproteobacteria bacterium HGW-Betaproteobacteria-22.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A2N2RUP6,Betaproteobacteria bacterium HGW-Betaproteobacteri,None,Bacteria,NA,2013714,TrEMBL
373775,None,None,Betaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},NA,DEH84_05875,Aquabacterium,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,None,NA,A0A2U8FQ82,A0A2U8FQ82,GI:1387993374|EMBL-CDS:AWI53008.1,1,Burkholderiales,Aquabacterium olei.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A2U8FQ82,Aquabacterium olei,None,Bacteria,NA,1296669,TrEMBL
373776,None,None,Alphaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Rhodobacteraceae,Rsph17025_3319,Rhodobacter,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644,rsq:Rsph17025_3319,NA,A4WXT8,A4WXT8,GI:500249919|GI:145557590|EMBL-CDS:ABP72202.1|REFSEQ:WP_011910261.1,1,Rhodobacterales,Rhodobacter sphaeroides  (strain ATCC 17025 / ATH 2.4.3),FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A4WXT8,Rhodobacter sphaeroides ATCC 17025,None,Bacteria,NA,349102,TrEMBL
373777,None,None,Betaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Comamonadaceae,BC358_04445,Hydrogenophaga,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,None,NA,A0A1V4CGZ3,A0A1V4CGZ3,GI:1054102651|GI:1159038112|EMBL-CDS:OPF64118.1|REFSEQ:WP_066155737.1,1,Burkholderiales,Hydrogenophaga sp. H7.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A1V4CGZ3,Hydrogenophaga sp. H7,None,Bacteria,NA,1882399,TrEMBL
373778,None,None,Betaproteobacteria,Nitrous-oxide reductase ,None,Thiobacillaceae,BGO60_08980,Thiobacillus,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,None,NA,A0A1M3HER4,A0A1M3HER4,GI:1113394047|EMBL-CDS:OJW56992.1,1,Nitrosomonadales,Thiobacillus sp. 65-1059.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A1M3HER4,Thiobacillus sp. 65-1059,None,Bacteria,NA,1895860,TrEMBL
373779,None,None,Betaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000313|EMBL:SOY42858.1},Burkholderiaceae,CBM2587_A100025,Cupriavidus,None,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,None,NA,A0A375BF23,A0A375BF23,EMBL-CDS:SOY42858.1,1,Burkholderiales,Cupriavidus taiwanensis.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A375BF23,Cupriavidus taiwanensis,None,Bacteria,NA,164546,TrEMBL
373780,None,None,Betaproteobacteria,Nitrous-oxide reductase ,1.7.99.6 {ECO:0000313|EMBL:CAL95730.1},Zoogloeaceae,azo3113,Azoarcus,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,azo:azo3113,NA,A1KA74,A1KA74,GI:119671816|GI:500090825|EMBL-CDS:CAL95730.1|REFSEQ:WP_011766838.1,1,Rhodocyclales,Azoarcus sp.  (strain BH72),FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A1KA74,Azoarcus sp. BH72,62928.azo3113,Bacteria,NA,62928,TrEMBL
373781,None,None,Betaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000313|EMBL:KQW93573.1},Oxalobacteraceae,ASC94_13250,Massilia,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644,None,NA,A0A0Q7EVE4,A0A0Q7EVE4,GI:945638866|GI:947734116|EMBL-CDS:KQW93573.1|REFSEQ:WP_056396256.1,1,Burkholderiales,Massilia sp. Root418.,FALSE,None,None,PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A0Q7EVE4,Massilia sp. Root418,None,Bacteria,NA,1736532,TrEMBL
373782,None,None,Betaproteobacteria,Nitrous-oxide reductase ,None,Oxalobacteraceae,C7C56_015505,Massilia,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096,None,NA,A0A2U2HJ37,A0A2U2HJ37,EMBL-CDS:PWF46722.1,1,Burkholderiales,Massilia glaciei.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,644,BLASTHIT,A0A2U2HJ37,Massilia glaciei,None,Bacteria,NA,1524097,TrEMBL
373783,None,None,Deltaproteobacteria,Cytochrome C ,None,NA,COB67_11060,NA,0005507 copper ion binding|0004129 cytochrome-c oxidase activity,None,None,IPR002429|IPR008972|IPR011045|IPR015943|IPR026468|IPR028096|IPR034205,None,NA,A0A2A4SVC5,A0A2A4SVC5,EMBL-CDS:PCI25198.1,1,NA,SAR324 cluster bacterium.,FALSE,None,None,PF13473|PF18764,Proteobacteria,FALSE,643,BLASTHIT,A0A2A4SVC5,SAR324 cluster bacterium,None,Bacteria,NA,2024889,TrEMBL
373784,None,None,Halobacteria,Nitrous oxide reductase apoprotein ,None,Natrialbaceae,SAMN04515672_3118,Natronorubrum,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644,None,NA,A0A1G9BWV6,A0A1G9BWV6,EMBL-CDS:SDK43870.1,1,Natrialbales,Natronorubrum texcoconense.,FALSE,None,None,PF00116|PF18764|PF18793,Euryarchaeota,FALSE,643,BLASTHIT,A0A1G9BWV6,Natronorubrum texcoconense,None,Archaea,NA,1095776,TrEMBL
373785,None,None,Halobacteria,Nitrous-oxide reductase ,None,Halorubraceae,DJ81_18355|DJ75_08215,Halorubrum,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR001505|IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR019546|IPR023644,None,NA,A0A256H1G6|A0A256HMT6,A0A256H1G6,GI:1231462634|EMBL-CDS:OYR38129.1|GI:1231469995|EMBL-CDS:OYR45252.1,2,Haloferacales,Halorubrum sp. Hd13.|Halorubrum sp. Eb13.,FALSE,None,None,PF00116|PF10518|PF18764|PF18793,Euryarchaeota,FALSE,643,BLASTHIT,A0A256H1G6,Halorubrum sp. Hd13|Halorubrum sp. Eb13,None,Archaea,NA,1480728|1383843,TrEMBL
373786,None,None,Alphaproteobacteria,Nitrous-oxide reductase ,1.7.2.4 {ECO:0000256|HAMAP-Rule:MF_00716},Xanthobacteraceae,ASD45_00230,Pseudolabrys,0005509 calcium ion binding|0005507 copper ion binding|0004129 cytochrome-c oxidase activity|0050304 nitrous-oxide reductase activity,None,None,IPR002429|IPR006311|IPR008972|IPR011045|IPR015943|IPR023644|IPR028096|IPR034205,None,NA,A0A0Q7THF2,A0A0Q7THF2,GI:945845730|GI:948252075|EMBL-CDS:KQY99397.1|REFSEQ:WP_056909641.1,1,Rhizobiales,Pseudolabrys sp. Root1462.,FALSE,None,None,PF13473|PF18764|PF18793,Proteobacteria,FALSE,643,BLASTHIT,A0A0Q7THF2,Pseudolabrys sp. Root1462,None,Bacteria,NA,1736466,TrEMBL
