SUID,BRENDA ID,CAZY Name,Class,Description,EC,Family,Gene Name,Genus,GO Term,HMP Body Site,HMP Oxygen,InterPro (Domain),InterPro (Family),InterPro (Homologous Superfamily),InterPro (Other),KEGG ID,Kingdom,name,NCBI IDs,Order,Organism,P01 gDNA,PATRIC ID,PDB,PFAM,Phylum,selected,Sequence Length,Sequence Source,shared name,Species,STRING ID,Superkingdom,Swissprot Description,Taxonomy ID,UniProt Annotation Status
2350989,,,Bacilli,Glucuronyl hydrolase ,,Streptococcaceae,D5F80_05000,Streptococcus,,Skin,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,A0A3P0XNM2,GI:1059431086|GI:1214510864|GI:446898461|GI:914599931|GI:827188021|EMBL-CDS:RRA53428.1,Lactobacillales,Streptococcus agalactiae.,FALSE,,,PF07470,Firmicutes,FALSE,398,BLASTHIT,A0A3P0XNM2,Streptococcus agalactiae,,Bacteria,,1311,TrEMBL
2350990,,,Bacilli,Glucuronyl hydrolase ,,Streptococcaceae,D5F92_00665,Streptococcus,,Skin,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,A0A3P0ZL26,EMBL-CDS:RRA77554.1,Lactobacillales,Streptococcus agalactiae.,FALSE,,,PF07470,Firmicutes,FALSE,398,BLASTHIT,A0A3P0ZL26,Streptococcus agalactiae,,Bacteria,,1311,TrEMBL
2350991,,,Bacilli,Glucuronyl hydrolase ,,Streptococcaceae,D5F81_02615,Streptococcus,,Skin,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,A0A3P0ZLY1,GI:1191966085|EMBL-CDS:RRA77708.1,Lactobacillales,Streptococcus agalactiae.,FALSE,,,PF07470,Firmicutes,FALSE,398,BLASTHIT,A0A3P0ZLY1,Streptococcus agalactiae,,Bacteria,,1311,TrEMBL
2350992,,,Bacilli,Glucuronyl hydrolase ,,Streptococcaceae,D5F84_01385,Streptococcus,,Skin,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,A0A3P0ZWA8,GI:1093563927|GI:827185614|GI:825892517|GI:827184134|GI:1241127583|GI:1093561724|GI:1418408284|GI:825967499|GI:1047098307|GI:825844569|GI:1226886285|GI:825981878|GI:825800556|GI:1226891837|GI:1226899296|GI:825929406|GI:1093559971|GI:985634256|GI:827137629|GI:825933617|GI:822169954|GI:1207877372|GI:827146362|GI:825809736|GI:1059451630|GI:825798873|GI:825962476|GI:1093557365|GI:825923387|GI:1226885535|GI:825888978|GI:1047040156|GI:1093561763|GI:446898454|GI:1093554951|GI:985374332|GI:827147179|GI:825829546|GI:949178199|EMBL-CDS:RNL35795.1|EMBL-CDS:RRA81106.1,Lactobacillales,Streptococcus agalactiae.,FALSE,,,PF07470,Firmicutes,FALSE,398,BLASTHIT,A0A3P0ZWA8,Streptococcus agalactiae,,Bacteria,,1311,TrEMBL
2350996,,,Bacilli,Glucuronyl hydrolase ,,Streptococcaceae,EHF39_02845,Streptococcus,,Airways|Skin|Oral|Blood,"Anaerobe,Not Specified",,IPR010905,IPR008928|IPR012341,,,,A0A3G6KU44,GI:1489803441|GI:1027124429|GI:499847688|GI:1519335325|GI:1519333530|EMBL-CDS:AZA33131.1|EMBL-CDS:AZA34925.1,Lactobacillales,Streptococcus pyogenes.,FALSE,,,PF07470,Firmicutes,FALSE,399,BLASTHIT,A0A3G6KU44,Streptococcus pyogenes,,Bacteria,,1314,TrEMBL
2350998,,,Bacilli,Glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:SQA18437.1},Streptococcaceae,DX05_09875,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Skin,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,A0A076ZBK7,GI:827129496|GI:827132854|GI:827128094|GI:985377273|GI:827178336|GI:674108888|GI:674114100|GI:446898452|GI:674111222|GI:827190974|GI:1169405110|GI:825847288|GI:827128066|EMBL-CDS:AIK76533.1|EMBL-CDS:KLL32761.1|EMBL-CDS:KLL82061.1|EMBL-CDS:SQA18437.1|REFSEQ:WP_000975708.1,Lactobacillales,Streptococcus agalactiae.,FALSE,fig|1311.140.peg.1920,,PF07470,Firmicutes,FALSE,398,BLASTHIT,A0A076ZBK7,Streptococcus agalactiae,,Bacteria,,1311,TrEMBL
2351000,,,Erysipelotrichia,Glycosyl hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EFC05269.1},Erysipelotrichaceae,HMPREF9013_0553,Bulleidia,0016798 hydrolase activity  acting on glycosyl bonds,Oral,Obligate anaerobe,,IPR010905,IPR008928|IPR012341,,,,D2MQK0,GI:283103883|EMBL-CDS:EFC05269.1,Erysipelotrichales,Bulleidia extructa W1219.,FALSE,,,PF07470,Firmicutes,FALSE,396,BLASTHIT,D2MQK0,Bulleidia extructa W1219,679192.HMPREF9013_0553,Bacteria,,679192,TrEMBL
2351012,,,Bacilli,Unsaturated glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:SUL87670.1},Staphylococcaceae,NCTC12973_01261,Staphylococcus,0016798 hydrolase activity  acting on glycosyl bonds,Urogenital tract|Not Specified,Facultative,,IPR010905,IPR008928|IPR012341,,,,A0A380EU58,EMBL-CDS:SUL87670.1,Bacillales,Staphylococcus aureus.,FALSE,,,PF07470,Firmicutes,FALSE,399,BLASTHIT,A0A380EU58,Staphylococcus aureus,,Bacteria,,1280,TrEMBL
2351015,,,Bacilli,Glucuronyl hydrolase ,,Streptococcaceae,SPYKS030_14300,Streptococcus,0016787 hydrolase activity,Airways|Skin|Oral|Blood,"Anaerobe,Not Specified",,IPR010905,IPR008928|IPR012341,,,,A0A2Z5WFT3,GI:1498770916|GI:499366728|GI:1001623767|GI:1519050795|EMBL-CDS:BBB88808.1|REFSEQ:WP_011054306.1,Lactobacillales,Streptococcus pyogenes.,FALSE,,,PF07470,Firmicutes,FALSE,399,BLASTHIT,A0A2Z5WFT3,Streptococcus pyogenes,,Bacteria,,1314,TrEMBL
2351017,,,Bacilli,Unsaturated glucuronyl hydrolase ,3.2.1.- {ECO:0000313|EMBL:AAX71615.1},Streptococcaceae,M28_Spy0501,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Airways|Blood,Facultative,,IPR010905,IPR008928|IPR012341,,spb:M28_Spy0501,,Q48UJ1,GI:71802262|GI:499603897|EMBL-CDS:AAX71615.1|REFSEQ:WP_011284631.1,Lactobacillales,Streptococcus pyogenes serotype M28  (strain MGAS6180),FALSE,,,PF07470,Firmicutes,FALSE,399,BLASTHIT,Q48UJ1,Streptococcus pyogenes MGAS6180,,Bacteria,,319701,TrEMBL
2351022,,,Bacilli,Glucuronyl hydrolase ,,Streptococcaceae,DI617_04330,Streptococcus,0016787 hydrolase activity,Airways|Skin|Oral|Blood,"Anaerobe,Not Specified",,IPR010905,IPR008928|IPR012341,,,,A0A2W5APY7,EMBL-CDS:PZO95256.1,Lactobacillales,Streptococcus pyogenes.,FALSE,,,PF07470,Firmicutes,FALSE,399,BLASTHIT,A0A2W5APY7,Streptococcus pyogenes,,Bacteria,,1314,TrEMBL
2351025,,,Clostridia,Glucuronyl hydrolase ,,Ruminococcaceae,DDY84_03710,Ruminococcus,0016787 hydrolase activity,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,A0A354PY45,EMBL-CDS:HBJ43708.1,Clostridiales,Ruminococcus sp.,FALSE,,,PF07470,Firmicutes,FALSE,405,BLASTHIT,A0A354PY45,Ruminococcus sp.,,Bacteria,,41978,TrEMBL
2351028,,GH88,Clostridia,Glycosyl hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EDN78551.1},Lachnospiraceae,RUMGNA_00961,Blautia,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,A7B085,GI:490979668|GI:153796131|EMBL-CDS:EDN78551.1|REFSEQ:WP_004841431.1,Clostridiales,Ruminococcus gnavus  (strain ATCC 29149 / VPI C7-9),FALSE,,,PF07470,Firmicutes,FALSE,405,BLASTHIT,A7B085,[Ruminococcus] gnavus ATCC 29149,411470.RUMGNA_00961,Bacteria,,411470,TrEMBL
2351030,,,Clostridia,Uncharacterized protein ,,Lachnospiraceae,HMPREF0991_01997,,0003824 catalytic activity,Gastrointestinal tract,,,IPR010905,IPR008928|IPR012341,,,,F7JXS6,GI:490979668|GI:336017718|EMBL-CDS:EGN47476.1|REFSEQ:WP_004841431.1,Clostridiales,Lachnospiraceae bacterium 2_1_58FAA.,FALSE,fig|658082.3.peg.2015,,PF07470,Firmicutes,FALSE,405,BLASTHIT,F7JXS6,Lachnospiraceae bacterium 2_1_58FAA,,Bacteria,,658082,TrEMBL
2351038,,GH88,Bacilli,Unsaturated glucuronyl hydrolase ,,Streptococcaceae,Sez_1305,Streptococcus,0016787 hydrolase activity,Airways,Facultative,,IPR010905,IPR008928|IPR012341,,sez:Sez_1305,,B4U3S4,GI:195975115|GI:501507969|EMBL-CDS:ACG62641.1|REFSEQ:WP_012515906.1,Lactobacillales,Streptococcus equi subsp. zooepidemicus  (strain MGCS10565),FALSE,,,PF07470,Firmicutes,FALSE,399,BLASTHIT,B4U3S4,Streptococcus equi subsp. zooepidemicus MGCS10565,,Bacteria,,552526,TrEMBL
2351052,,,Bacilli,Uncharacterized protein ,,Enterococcaceae,HMPREF9478_00490,Enterococcus,0003824 catalytic activity,Gastrointestinal tract,"Not Specified,Facultative",,IPR010905,IPR008928|IPR012341,,,,G5IQ96,GI:489219907|GI:355383745|EMBL-CDS:EHG30821.1|REFSEQ:WP_003128372.1,Lactobacillales,Enterococcus saccharolyticus 30_1.,FALSE,fig|742813.4.peg.492,,PF07470,Firmicutes,FALSE,395,BLASTHIT,G5IQ96,Enterococcus saccharolyticus 30_1,,Bacteria,,742813,TrEMBL
2351054,,,Erysipelotrichia,Glycosyl hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EFW25171.1},Erysipelotrichaceae,HMPREF9430_00339,Solobacterium,0016798 hydrolase activity  acting on glycosyl bonds,Oral,,,IPR010905,IPR008928|IPR012341,,,,E7ML48,GI:320132630|EMBL-CDS:EFW25171.1,Erysipelotrichales,Solobacterium moorei F0204.,FALSE,,,PF07470,Firmicutes,FALSE,394,BLASTHIT,E7ML48,Solobacterium moorei F0204,706433.HMPREF9430_00339,Bacteria,,706433,TrEMBL
2351056,,,Coriobacteriia,Uncharacterized protein ,,Coriobacteriaceae,HMPREF9452_01782,Collinsella,0003824 catalytic activity,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,G1WK65,GI:496432969|GI:345899652|EMBL-CDS:EGX69491.1|REFSEQ:WP_009141816.1,Coriobacteriales,Collinsella tanakaei YIT 12063.,FALSE,fig|742742.3.peg.1767,,PF07470,Actinobacteria,FALSE,395,BLASTHIT,G1WK65,Collinsella tanakaei YIT 12063,,Bacteria,,742742,TrEMBL
2351059,,,Clostridia,Uncharacterized protein ,,Clostridiaceae,CSBG_00426,Clostridium,0003824 catalytic activity,Gastrointestinal tract,Anaerobe,,IPR010905,IPR008928|IPR012341,,,,V9HEV1,GI:226911599|GI:495956029|EMBL-CDS:EEH96800.1|REFSEQ:WP_008680608.1,Clostridiales,Clostridium sp. 7_2_43FAA.,TRUE,,,PF07470,Firmicutes,FALSE,395,BLASTHIT,V9HEV1,Clostridium sp. 7_2_43FAA,457396.CSBG_00426,Bacteria,,457396,TrEMBL
2351073,,,Bacilli,Glucuronyl hydrolase ,,Lactobacillaceae,LBCZ_2494,Lactobacillus,0016787 hydrolase activity,Gastrointestinal tract,Facultative,,IPR010905,IPR008928|IPR012341,,,,S6CCD8,GI:530677290|GI:640583704|EMBL-CDS:BAN75662.1|REFSEQ:WP_025013742.1,Lactobacillales,Lactobacillus casei subsp. casei ATCC 393.,FALSE,,,PF07470,Firmicutes,FALSE,392,BLASTHIT,S6CCD8,Lactobacillus casei subsp. casei ATCC 393,,Bacteria,,219334,TrEMBL
2351079,,,Bacilli,Glucuronyl hydrolase ,,Lactobacillaceae,AUQ39_07850,Lactobacillus,0016787 hydrolase activity,Airways,Facultative,,IPR010905,IPR008928|IPR012341,,,,A0A1Q9MJQ5,GI:498176556|GI:1129833643|EMBL-CDS:OLS08361.1|REFSEQ:WP_010490712.1,Lactobacillales,Lactobacillus casei.,FALSE,,,PF07470,Firmicutes,FALSE,392,BLASTHIT,A0A1Q9MJQ5,Lactobacillus casei,,Bacteria,,1582,TrEMBL
2351081,,,Bacilli,Glucuronyl hydrolase ,,Lactobacillaceae,BGL52_13230,Lactobacillus,0016787 hydrolase activity,Airways,Facultative,,IPR010905,IPR008928|IPR012341,,,,A0A1Z2F5R7,GI:1206086811|EMBL-CDS:ARY92667.1,Lactobacillales,Lactobacillus casei.,FALSE,,,PF07470,Firmicutes,FALSE,392,BLASTHIT,A0A1Z2F5R7,Lactobacillus casei,,Bacteria,,1582,TrEMBL
2351084,,,Tissierellia,Uncharacterized protein ,,Peptoniphilaceae,HMPREF9709_01630,Helcococcus,0003824 catalytic activity,Wound,,,IPR010905,IPR008928|IPR012341,,,,H3NQL9,GI:374560998|EMBL-CDS:EHR32349.1,Tissierellales,Helcococcus kunzii ATCC 51366.,FALSE,fig|883114.3.peg.1627,,PF07470,Firmicutes,FALSE,394,BLASTHIT,H3NQL9,Helcococcus kunzii ATCC 51366,,Bacteria,,883114,TrEMBL
2351087,,,Bacilli,Glucuronyl hydrolase ,,Lactobacillaceae,DBP98_00170,Lactobacillus,0016787 hydrolase activity,Airways,Facultative,,IPR010905,IPR008928|IPR012341,,,,A0A2R7EYI7,GI:1088701720|GI:491995728|GI:1172545842|GI:760180033|GI:859019957|GI:1226598482|GI:1034385243|EMBL-CDS:PTS28875.1|REFSEQ:WP_005712256.1,Lactobacillales,Lactobacillus rhamnosus.,FALSE,,,PF07470,Firmicutes,FALSE,392,BLASTHIT,A0A2R7EYI7,Lactobacillus rhamnosus,,Bacteria,,47715,TrEMBL
2351089,,,Bacilli,Glucuronyl hydrolase ,,Lactobacillaceae,PY66_08695,Lactobacillus,0016787 hydrolase activity,Airways,Facultative,,IPR010905,IPR008928|IPR012341,,,,A0A179XIP1,GI:1034334033|GI:1035875792|GI:1034401807|EMBL-CDS:OAU13235.1|REFSEQ:WP_064656284.1,Lactobacillales,Lactobacillus rhamnosus.,FALSE,fig|47715.141.peg.1179,,PF07470,Firmicutes,FALSE,392,BLASTHIT,A0A179XIP1,Lactobacillus rhamnosus,,Bacteria,,47715,TrEMBL
2351091,,,Bacilli,Glucuronyl hydrolase ,,Lactobacillaceae,BGK71_12725,Lactobacillus,0016787 hydrolase activity,Airways,Facultative,,IPR010905,IPR008928|IPR012341,,,,A0A249DIP8,GI:1034383749|GI:1034400238|GI:1139496376|GI:1239731179|GI:859015650|GI:1034361190|GI:1034374320|GI:835838459|GI:731959245|EMBL-CDS:ASX18224.1|REFSEQ:WP_047676580.1,Lactobacillales,Lactobacillus rhamnosus.,FALSE,,,PF07470,Firmicutes,FALSE,392,BLASTHIT,A0A249DIP8,Lactobacillus rhamnosus,,Bacteria,,47715,TrEMBL
2351092,,,Bacilli,Glucuronyl hydrolase ,3.2.1.180 {ECO:0000313|EMBL:SSA29432.1},Lactobacillaceae,B4Q13_04725,Lactobacillus,0102212 unsaturated chondroitin disaccharide hydrolase activity,Airways,Facultative,,IPR010905,IPR008928|IPR012341,,,,A0A2Y9C0B7,GI:1034326948|GI:743063672|GI:859257165|GI:1034321815|GI:819995131|GI:1034340258|GI:491956690|GI:1005378243|GI:1034414356|GI:859021568|GI:1034392388|GI:858998888|GI:1139497773|GI:1034373812|GI:1034315611|GI:1159204167|GI:1034395679|GI:1034382173|GI:1088709844|GI:1034358255|GI:1088702361|GI:1034349298|GI:1034405966|GI:1034405998|GI:1028812005|GI:1088702802|GI:859014197|EMBL-CDS:RDJ96102.1|EMBL-CDS:SSA29432.1|REFSEQ:WP_005690842.1,Lactobacillales,Lactobacillus rhamnosus.,FALSE,,,PF07470,Firmicutes,FALSE,392,BLASTHIT,A0A2Y9C0B7,Lactobacillus rhamnosus,,Bacteria,,47715,TrEMBL
2351093,,GH88,Bacilli,Glycosyl hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EEN81304.1},Lactobacillaceae,HMPREF0539_0628,Lactobacillus,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Facultative,,IPR010905,IPR008928|IPR012341,,,,C2JUP4,GI:491956690|GI:229315331|EMBL-CDS:EEN81304.1|REFSEQ:WP_005690842.1,Lactobacillales,Lactobacillus rhamnosus LMS2-1.,FALSE,,,PF07470,Firmicutes,FALSE,392,BLASTHIT,C2JUP4,Lactobacillus rhamnosus LMS2-1,,Bacteria,,525361,TrEMBL
2351095,,,Bacilli,Glucuronyl hydrolase ,,Lactobacillaceae,AAW28_09290,Lactobacillus,0016787 hydrolase activity,Airways,Facultative,,IPR010905,IPR008928|IPR012341,,,,A0A0H0YLC0,GI:823492739|GI:823694157|EMBL-CDS:KLI75678.1|REFSEQ:WP_047106983.1,Lactobacillales,Lactobacillus casei.,FALSE,fig|1582.46.peg.740,,PF07470,Firmicutes,FALSE,392,BLASTHIT,A0A0H0YLC0,Lactobacillus casei,,Bacteria,,1582,TrEMBL
2351097,,,Bacilli,Glucuronyl hydrolase ,,Streptococcaceae,CGSSp14BS69_07580,Streptococcus,0016787 hydrolase activity,Airways,Facultative,,IPR010905,IPR008928|IPR012341,,,,A5M4P4,GI:147760028|EMBL-CDS:EDK67017.1,Lactobacillales,Streptococcus pneumoniae SP14-BS69.,FALSE,,,PF07470,Firmicutes,FALSE,381,BLASTHIT,A5M4P4,Streptococcus pneumoniae SP14-BS69,,Bacteria,,406560,TrEMBL
2351101,,,Bacilli,Unsaturated glucuronyl hydrolase ,3.2.1.- {ECO:0000313|EMBL:EJG46162.1},Streptococcaceae,AMCSP13_000374,Streptococcus,0016798 hydrolase activity  acting on glycosyl bonds,Spinal Cord,Facultative,,IPR010905,IPR008928|IPR012341,,,,J1P2F0,GI:395585783|EMBL-CDS:EJG46162.1,Lactobacillales,Streptococcus pneumoniae 2070335.,FALSE,fig|914141.3.peg.370,,PF07470,Firmicutes,FALSE,319,BLASTHIT,J1P2F0,Streptococcus pneumoniae 2070335,,Bacteria,,914141,TrEMBL
2351107,,,Bacilli,Glucuronyl hydrolase ,,Enterococcaceae,EGW77_15505,Enterococcus,,Skin|Not Specified|Gastrointestinal tract,"Facultative,Not Specified",,IPR010905,IPR008928|IPR012341,,,,A0A3N3PBS1,GI:642976589|EMBL-CDS:ROY16988.1|EMBL-CDS:ROZ28868.1,Lactobacillales,Enterococcus faecalis ,FALSE,,,PF07470,Firmicutes,FALSE,395,BLASTHIT,A0A3N3PBS1,Enterococcus faecalis,,Bacteria,,1351,TrEMBL
2351110,,,Bacilli,Glucuronyl hydrolase ,,Enterococcaceae,CUN08_01810,Enterococcus,0016787 hydrolase activity,Skin|Not Specified|Gastrointestinal tract,"Facultative,Not Specified",,IPR010905,IPR008928|IPR012341,,,,A0A2S7M4V8,GI:642975758|EMBL-CDS:PQC72794.1|REFSEQ:WP_025188821.1,Lactobacillales,Enterococcus faecalis ,FALSE,,,PF07470,Firmicutes,FALSE,395,BLASTHIT,A0A2S7M4V8,Enterococcus faecalis,,Bacteria,,1351,TrEMBL
2351116,,GH88,Bacilli,Glucuronyl hydrolase ,,Lactobacillaceae,LSEI_2668,Lactobacillus,0016787 hydrolase activity,Gastrointestinal tract,Facultative,,IPR010905,IPR008928|IPR012341,,lca:LSEI_2668,,Q034I5,GI:116106245|GI:116496095|GI:489692212|EMBL-CDS:ABJ71387.1|REFSEQ:WP_003596395.1|REFSEQ:YP_807829.1,Lactobacillales,Lactobacillus paracasei  (strain ATCC 334 / BCRC 17002 / CIP 107868 /KCTC 3260 / NRRL B-441),TRUE,fig|321967.11.peg.2612,,PF07470,Firmicutes,FALSE,392,BLASTHIT,Q034I5,Lactobacillus paracasei ATCC 334,,Bacteria,,321967,TrEMBL
2351125,,,Bacilli,Putative unsaturated glucuronyl hydrolase ,,Enterococcaceae,HMPREF2097_03047,Enterococcus,0016787 hydrolase activity,Gastrointestinal tract,,,IPR010905,IPR008928|IPR012341,,,,A0A059MXQ5,GI:635149788|GI:488288620|EMBL-CDS:KDE15933.1|REFSEQ:WP_002359828.1,Lactobacillales,Enterococcus faecalis 918.,FALSE,fig|1338519.3.peg.2814,,PF07470,Firmicutes,FALSE,395,BLASTHIT,A0A059MXQ5,Enterococcus faecalis 918,,Bacteria,,1338519,TrEMBL
2351126,,,Actinobacteria,Unsaturated glucuronyl hydrolase ,3.2.1.179 {ECO:0000313|EMBL:CPW52771.1},Mycobacteriaceae,ERS075544_06780,Mycobacteroides,0016798 hydrolase activity  acting on glycosyl bonds,Skin,Aerobe,,IPR010905,IPR008928|IPR012341,,,,A0A0U1AXG5,EMBL-CDS:CPW52771.1,Corynebacteriales,Mycobacteroides abscessus.,FALSE,,,PF07470,Actinobacteria,FALSE,395,BLASTHIT,A0A0U1AXG5,Mycobacteroides abscessus,,Bacteria,,36809,TrEMBL
2351127,,,Bacilli,Glucuronyl hydrolase ,,Enterococcaceae,BZG32_10915,Enterococcus,0016787 hydrolase activity,Skin|Not Specified|Gastrointestinal tract,"Facultative,Not Specified",,IPR010905,IPR008928|IPR012341,,,,A0A1Q1FVP8,GI:1185301800|GI:1192953608|GI:1435307525|GI:1142908329|GI:1046364020|GI:1185931772|GI:703902153|GI:1185272819|GI:488288620|EMBL-CDS:AQL54175.1|EMBL-CDS:OSH10975.1|EMBL-CDS:PTN78331.1|REFSEQ:WP_002359828.1,Lactobacillales,Enterococcus faecalis ,FALSE,,,PF07470,Firmicutes,FALSE,395,BLASTHIT,A0A1Q1FVP8,Enterococcus faecalis,,Bacteria,,1351,TrEMBL
2351128,,,Bacilli,Glycosyl hydrolase| family 88 ,3.2.1.- {ECO:0000313|EMBL:EEI13417.1},Enterococcaceae,HMPREF0348_0066,Enterococcus,0016798 hydrolase activity  acting on glycosyl bonds,Gastrointestinal tract,Aerobe,,IPR010905,IPR008928|IPR012341,,,,C0X0N1,GI:227075454|GI:488288620|EMBL-CDS:EEI13417.1|REFSEQ:WP_002359828.1,Lactobacillales,Enterococcus faecalis TX0104.,FALSE,,,PF07470,Firmicutes,FALSE,395,BLASTHIT,C0X0N1,Enterococcus faecalis TX0104,,Bacteria,,491074,TrEMBL
2351129,,,Bacilli,Glucuronyl hydrolase ,,Enterococcaceae,EFBG_00498,Enterococcus,0016787 hydrolase activity,Urogenital tract,Facultative,,IPR010905,IPR008928|IPR012341,,,,C7D1W5,GI:255968138|GI:488288620|EMBL-CDS:EET98760.1|REFSEQ:WP_002359828.1,Lactobacillales,Enterococcus faecalis T2.,FALSE,,,PF07470,Firmicutes,FALSE,395,BLASTHIT,C7D1W5,Enterococcus faecalis T2,,Bacteria,,565637,TrEMBL
2351133,,,Bacilli,Putative unsaturated glucuronyl hydrolase ,,Enterococcaceae,HMPREF1339_02540,Enterococcus,0016787 hydrolase activity,Skin,,,IPR010905,IPR008928|IPR012341,,,,J5H8A9,GI:402390699|GI:488288620|EMBL-CDS:EJV24025.1|REFSEQ:WP_002359828.1,Lactobacillales,Enterococcus faecalis ERV72.,FALSE,fig|1134796.3.peg.2363,,PF07470,Firmicutes,FALSE,395,BLASTHIT,J5H8A9,Enterococcus faecalis ERV72,,Bacteria,,1134796,TrEMBL
2351134,,,Bacilli,Putative unsaturated glucuronyl hydrolase ,,Enterococcaceae,HMPREF1342_03101,Enterococcus,0016787 hydrolase activity,Urogenital tract,,,IPR010905,IPR008928|IPR012341,,,,J5IGQ1,GI:402398018|GI:488288620|EMBL-CDS:EJV30995.1|REFSEQ:WP_002359828.1,Lactobacillales,Enterococcus faecalis ERV85.,FALSE,fig|1134799.3.peg.2836,,PF07470,Firmicutes,FALSE,395,BLASTHIT,J5IGQ1,Enterococcus faecalis ERV85,,Bacteria,,1134799,TrEMBL
2351136,,,Bacilli,Putative unsaturated glucuronyl hydrolase ,,Enterococcaceae,HMPREF1341_03294,Enterococcus,0016787 hydrolase activity,Urogenital tract,,,IPR010905,IPR008928|IPR012341,,,,J6E3E0,GI:402390185|GI:488288620|EMBL-CDS:EJV23543.1|REFSEQ:WP_002359828.1,Lactobacillales,Enterococcus faecalis ERV81.,FALSE,fig|1134798.3.peg.3048,,PF07470,Firmicutes,FALSE,395,BLASTHIT,J6E3E0,Enterococcus faecalis ERV81,,Bacteria,,1134798,TrEMBL
2351137,,,Bacilli,Putative unsaturated glucuronyl hydrolase ,,Enterococcaceae,HMPREF1337_02933,Enterococcus,0016787 hydrolase activity,Skin,,,IPR010905,IPR008928|IPR012341,,,,J6EB18,GI:488288620|GI:402380437|EMBL-CDS:EJV14196.1|REFSEQ:WP_002359828.1,Lactobacillales,Enterococcus faecalis ERV65.,FALSE,fig|1134794.3.peg.2743,,PF07470,Firmicutes,FALSE,395,BLASTHIT,J6EB18,Enterococcus faecalis ERV65,,Bacteria,,1134794,TrEMBL
2351141,,,Bacilli,Putative unsaturated glucuronyl hydrolase ,,Enterococcaceae,HMPREF1343_02489,Enterococcus,0016787 hydrolase activity,Urogenital tract,,,IPR010905,IPR008928|IPR012341,,,,J6GRW9,GI:488288620|GI:402403245|EMBL-CDS:EJV35931.1|REFSEQ:WP_002359828.1,Lactobacillales,Enterococcus faecalis ERV93.,FALSE,fig|1134800.3.peg.2326,,PF07470,Firmicutes,FALSE,395,BLASTHIT,J6GRW9,Enterococcus faecalis ERV93,,Bacteria,,1134800,TrEMBL
2351142,,,Bacilli,Putative unsaturated glucuronyl hydrolase ,,Enterococcaceae,HMPREF1331_03235,Enterococcus,0016787 hydrolase activity,Skin,,,IPR010905,IPR008928|IPR012341,,,,J6MP95,GI:402358737|GI:488288620|EMBL-CDS:EJU93398.1|REFSEQ:WP_002359828.1,Lactobacillales,Enterococcus faecalis ERV25.,FALSE,fig|1134788.3.peg.2998,,PF07470,Firmicutes,FALSE,395,BLASTHIT,J6MP95,Enterococcus faecalis ERV25,,Bacteria,,1134788,TrEMBL
2351144,,,Bacilli,Putative unsaturated glucuronyl hydrolase ,,Enterococcaceae,HMPREF1330_02137,Enterococcus,0016787 hydrolase activity,Skin,,,IPR010905,IPR008928|IPR012341,,,,J6N8Y8,GI:402361243|GI:488288620|EMBL-CDS:EJU95821.1|REFSEQ:WP_002359828.1,Lactobacillales,Enterococcus faecalis ERV129.,FALSE,fig|1134787.3.peg.1980,,PF07470,Firmicutes,FALSE,395,BLASTHIT,J6N8Y8,Enterococcus faecalis ERV129,,Bacteria,,1134787,TrEMBL
2351148,,GH88,Bacilli,Glucuronyl hydrolase| putative ,,Enterococcaceae,EF_2272,Enterococcus,0016787 hydrolase activity,Gastrointestinal tract,Facultative,,IPR010905,IPR008928|IPR012341,,efa:EF2272,,Q832F7,GI:81585098|GI:29344241|GI:508211242|GI:29376776|GI:508175329|GI:488288620|EMBL-CDS:AAO82000.1|REFSEQ:NP_815930.1|REFSEQ:WP_002359828.1,Lactobacillales,Enterococcus faecalis  (strain ATCC 700802 / V583),TRUE,fig|226185.45.peg.1259,,PF07470,Firmicutes,FALSE,395,BLASTHIT,Q832F7,Enterococcus faecalis V583,226185.EF2272,Bacteria,,226185,TrEMBL
